Px016979	XP_011566912.1
Px012129	XP_011564089.1
Px012130	XP_011565264.1
Px014597	XP_011565811.1
Px014598	XP_011565802.1
Px014599	XP_011565803.1
Px014600	XP_011565807.1
Px014601	XP_011565808.1
Px014602	XP_011565813.1
Px000431	XP_011560127.1
Px000432	XP_011567311.1
Px000433	XP_011567311.1
Px015353	XP_011566141.1
Px015354	XP_011566142.1
Px015355	XP_011566142.1
Px015356	XP_011566138.1
Px015357	XP_011566140.1
Px015358	XP_011561161.1
Px007702	XP_011548942.1
Px007703	XP_011558577.1
Px007704	XP_011558590.1
Px007705	XP_011558591.1
Px007706	XP_011558578.1
Px007707	XP_011553297.1
Px007709	XP_011558592.1
Px007710	XP_011554269.1
Px007711	XP_011558579.1
Px007712	XP_011558580.1
Px007713	XP_011558581.1
Px007714	XP_011558582.1
Px007715	XP_011558583.1
Px007716	XP_011558584.1
Px007717	XP_011558585.1
Px007718	XP_011554454.1
Px007719	XP_011558587.1
Px007720	XP_011554450.1
Px007721	XP_011558598.1
Px007722	XP_011558588.1
Px000602	XP_011567556.1
Px009648	XP_011558848.1
Px009649	XP_011561949.1
Px009650	XP_011561959.1
Px009651	XP_011561959.1
Px009653	XP_011561950.1
Px009654	XP_011561952.1
Px009655	XP_011561954.1
Px009658	XP_011561960.1
Px009659	XP_011561955.1
Px009662	XP_011561956.1
Px000726	XP_011567568.1
Px017759	XP_011554112.1
Px017761	XP_011554079.1
Px017763	XP_011551020.1
Px017764	XP_011554080.1
Px017765	XP_011554082.1
Px017766	XP_011554085.1
Px017767	XP_011554089.1
Px017768	XP_011554114.1
Px017769	XP_011554114.1
Px017771	XP_011554091.1
Px017772	XP_011554092.1
Px017773	XP_011554093.1
Px017774	XP_011566913.1
Px017775	XP_011554115.1
Px017776	XP_011554094.1
Px017778	XP_011554095.1
Px017780	XP_011554116.1
Px017781	XP_011554117.1
Px017782	XP_011554097.1
Px017783	XP_011554119.1
Px017784	XP_011554099.1
Px017785	XP_011554100.1
Px017786	XP_011554101.1
Px017787	XP_011554103.1
Px017788	XP_011554110.1
Px017789	XP_011554123.1
Px003134	XP_011568064.1
Px012677	XP_011564264.1
Px012678	XP_011564265.1
Px012679	XP_011564266.1
Px015856	XP_011566394.1
Px015857	XP_011566395.1
Px015859	XP_011566850.1
Px015860	XP_011566396.1
Px015861	XP_011566397.1
Px015863	XP_011567184.1
Px015866	XP_011565502.1
Px015867	XP_011566400.1
Px015868	XP_011566401.1
Px015871	XP_011566403.1
Px015872	XP_011566405.1
Px015873	XP_011566407.1
Px015874	XP_011564416.1
Px015875	XP_011566412.1
Px015876	XP_011566412.1
Px003871	XP_011568134.1
Px008026	XP_011560759.1
Px008028	XP_011560763.1
Px008029	XP_011560761.1
Px008030	XP_011560761.1
Px008031	XP_011568237.1
Px008032	XP_011560783.1
Px008033	XP_011560764.1
Px008034	XP_011560768.1
Px008035	XP_011560773.1
Px008036	XP_011560784.1
Px008037	XP_011560777.1
Px008038	XP_011560778.1
Px008039	XP_011560785.1
Px008040	XP_011560779.1
Px008041	XP_011560780.1
Px011652	XP_011563654.1
Px011653	XP_011563655.1
Px011654	XP_011563656.1
Px011655	XP_011563657.1
Px011656	XP_011563683.1
Px011657	XP_011563659.1
Px011658	XP_011563660.1
Px011660	XP_011565062.1
Px011661	XP_011563664.1
Px011662	XP_011563665.1
Px011663	XP_011563666.1
Px011664	XP_011563675.1
Px011665	XP_011563684.1
Px011666	XP_011563674.1
Px011667	XP_011563672.1
Px011668	XP_011563671.1
Px011669	XP_011563686.1
Px011670	XP_011563677.1
Px011671	XP_011563686.1
Px011672	XP_011568264.1
Px011673	XP_011563674.1
Px011674	XP_011563679.1
Px011675	XP_011563687.1
Px011676	XP_011563687.1
Px011677	XP_011553506.1
Px016584	XP_011553452.1
Px016586	XP_011553469.1
Px016587	XP_011553470.1
Px016588	XP_011553455.1
Px016589	XP_011553665.1
Px016590	XP_011551544.1
Px016591	XP_011553473.1
Px016592	XP_011553458.1
Px016593	XP_011553474.1
Px016595	XP_011553475.1
Px016596	XP_011553476.1
Px016597	XP_011553459.1
Px016598	XP_011553460.1
Px016599	XP_011553460.1
Px016600	XP_011553460.1
Px016601	XP_011558495.1
Px016603	XP_011553461.1
Px016604	XP_011553462.1
Px016605	XP_011553463.1
Px016606	XP_011553477.1
Px016607	XP_011553464.1
Px016608	XP_011553466.1
Px016609	XP_011553468.1
Px016610	XP_011553479.1
Px016611	XP_011561933.1
Px016612	XP_011561945.1
Px016613	XP_011553480.1
Px001951	XP_011567922.1
Px006710	XP_011559466.1
Px006711	XP_011559480.1
Px006712	XP_011559481.1
Px006715	XP_011559482.1
Px006716	XP_011559484.1
Px006717	XP_011559485.1
Px006718	XP_011559487.1
Px006719	XP_011559470.1
Px006720	XP_011559473.1
Px006721	XP_011559474.1
Px006723	XP_011552918.1
Px006724	XP_011566240.1
Px006725	XP_011565524.1
Px006726	XP_011560369.1
Px006727	XP_011559490.1
Px006728	XP_011559491.1
Px012700	XP_011564332.1
Px012701	XP_011564316.1
Px012702	XP_011564317.1
Px012703	XP_011564318.1
Px012704	XP_011564319.1
Px012705	XP_011564320.1
Px012706	XP_011564321.1
Px012707	XP_011564333.1
Px012708	XP_011569301.1
Px012709	XP_011564324.1
Px012710	XP_011564325.1
Px012711	XP_011564326.1
Px012712	XP_011564329.1
Px012713	XP_011564331.1
Px015051	XP_011565983.1
Px015052	XP_011565982.1
Px015053	XP_011565984.1
Px015054	XP_011565985.1
Px015055	XP_011565985.1
Px015056	XP_011565985.1
Px000740	XP_011564211.1
Px000741	XP_011567582.1
Px000742	XP_011564210.1
Px017468	XP_011567091.1
Px017469	XP_011567092.1
Px002293	XP_011567966.1
Px000782	XP_011554846.1
Px004198	XP_011557074.1
Px004199	XP_011557058.1
Px004200	XP_011557060.1
Px004201	XP_011557061.1
Px004202	XP_011557075.1
Px004203	XP_011557077.1
Px004204	XP_011557077.1
Px004205	XP_011557065.1
Px004206	XP_011557065.1
Px004207	XP_011557067.1
Px004208	XP_011557068.1
Px004209	XP_011557069.1
Px004210	XP_011557079.1
Px004211	XP_011557080.1
Px004212	XP_011557081.1
Px004213	XP_011556624.1
Px004214	XP_011565623.1
Px004215	XP_011557072.1
Px004216	XP_011557073.1
Px004217	XP_011557083.1
Px004218	XP_011557084.1
Px004219	XP_011557086.1
Px001956	XP_011567918.1
Px001369	XP_011558750.1
Px001370	XP_011555319.1
Px001371	XP_011555321.1
Px001374	XP_011555353.1
Px001375	XP_011555324.1
Px001376	XP_011555325.1
Px001377	XP_011555355.1
Px001378	XP_011555326.1
Px001379	XP_011555328.1
Px001380	XP_011555329.1
Px001382	XP_011555358.1
Px001383	XP_011555332.1
Px001385	XP_011555334.1
Px001386	XP_011555359.1
Px001387	XP_011555336.1
Px001389	XP_011555338.1
Px001390	XP_011555340.1
Px001391	XP_011558445.1
Px001392	XP_011555340.1
Px001393	XP_011555341.1
Px001394	XP_011555344.1
Px001395	XP_011555350.1
Px001396	XP_011555360.1
Px001398	XP_011555361.1
Px001511	XP_011557441.1
Px001513	XP_011554161.1
Px001514	XP_011554162.1
Px001515	XP_011554186.1
Px001516	XP_011554163.1
Px001517	XP_011554165.1
Px001518	XP_011554187.1
Px001522	XP_011554188.1
Px001523	XP_011554168.1
Px001524	XP_011554174.1
Px001525	XP_011554175.1
Px001526	XP_011554177.1
Px001527	XP_011554177.1
Px001529	XP_011554178.1
Px001530	XP_011554179.1
Px001531	XP_011554180.1
Px001532	XP_011554181.1
Px001535	XP_011568558.1
Px001536	XP_011554191.1
Px001537	XP_011550138.1
Px001538	XP_011554183.1
Px001539	XP_011554192.1
Px016712	XP_011566740.1
Px016713	XP_011566744.1
Px016714	XP_011566743.1
Px016715	XP_011566745.1
Px000417	XP_011555848.1
Px000418	XP_011567415.1
Px015107	XP_011566051.1
Px015108	XP_011566052.1
Px015109	XP_011566053.1
Px015111	XP_011566055.1
Px015113	XP_011567304.1
Px015115	XP_011566056.1
Px015118	XP_011566059.1
Px015119	XP_011566060.1
Px015122	XP_011566063.1
Px015123	XP_011566458.1
Px015124	XP_011566064.1
Px015128	XP_011566048.1
Px015129	XP_011566065.1
Px015131	XP_011566066.1
Px015133	XP_011566067.1
Px015134	XP_011566067.1
Px015135	XP_011566067.1
Px015136	XP_011566070.1
Px015137	XP_011566071.1
Px015140	XP_011566074.1
Px004143	XP_011568133.1
Px004145	XP_011556666.1
Px004146	XP_011556668.1
Px004147	XP_011556683.1
Px004148	XP_011556669.1
Px004150	XP_011556684.1
Px004151	XP_011556671.1
Px004152	XP_011556672.1
Px004154	XP_011556672.1
Px004155	XP_011556674.1
Px004156	XP_011551123.1
Px004157	XP_011556685.1
Px004158	XP_011556686.1
Px004159	XP_011556677.1
Px004160	XP_011556676.1
Px004161	XP_011556687.1
Px004162	XP_011567883.1
Px004163	XP_011556681.1
Px004164	XP_011556681.1
Px004165	XP_011556691.1
Px004166	XP_011556691.1
Px004167	XP_011556694.1
Px004168	XP_011556694.1
Px014838	XP_011565896.1
Px014839	XP_011565895.1
Px017173	XP_011566940.1
Px017174	XP_011566946.1
Px017175	XP_011566944.1
Px000350	XP_011567413.1
Px002348	XP_011567977.1
Px000001	XP_011561655.1
Px000003	XP_011568925.1
Px000005	XP_011568810.1
Px000006	XP_011568927.1
Px000007	XP_011568811.1
Px000008	XP_011568930.1
Px000009	XP_011568813.1
Px000010	XP_011564438.1
Px000011	XP_011568931.1
Px000012	XP_011568932.1
Px000013	XP_011568832.1
Px000014	XP_011568932.1
Px000015	XP_011568833.1
Px000016	XP_011568834.1
Px000017	XP_011568835.1
Px000018	XP_011568838.1
Px000019	XP_011568839.1
Px000020	XP_011568934.1
Px000021	XP_011568840.1
Px000022	XP_011552228.1
Px000023	XP_011561035.1
Px000024	XP_011568936.1
Px000025	XP_011568842.1
Px000026	XP_011568938.1
Px000028	XP_011568939.1
Px000029	XP_011568844.1
Px000030	XP_011568845.1
Px000031	XP_011568941.1
Px000032	XP_011568847.1
Px000033	XP_011557212.1
Px000034	XP_011568942.1
Px000035	XP_011562158.1
Px000036	XP_011568944.1
Px000037	XP_011562148.1
Px000038	XP_011562150.1
Px000039	XP_011568854.1
Px000040	XP_011568853.1
Px000041	XP_011568946.1
Px000042	XP_011568856.1
Px000043	XP_011568858.1
Px000044	XP_011568859.1
Px000045	XP_011560406.1
Px000046	XP_011568861.1
Px000047	XP_011568863.1
Px000048	XP_011568948.1
Px000049	XP_011565428.1
Px000050	XP_011568869.1
Px000051	XP_011568875.1
Px000052	XP_011568871.1
Px000053	XP_011568877.1
Px000054	XP_011568876.1
Px000057	XP_011568879.1
Px000059	XP_011568882.1
Px000060	XP_011568884.1
Px000061	XP_011568887.1
Px000062	XP_011568949.1
Px000063	XP_011568950.1
Px000066	XP_011568954.1
Px000067	XP_011568889.1
Px000068	XP_011568892.1
Px000069	XP_011568893.1
Px000070	XP_011568896.1
Px000071	XP_011568897.1
Px000072	XP_011568899.1
Px000074	XP_011568957.1
Px000078	XP_011568901.1
Px000079	XP_011568902.1
Px000080	XP_011568903.1
Px000081	XP_011568914.1
Px000082	XP_011568962.1
Px000083	XP_011568915.1
Px000084	XP_011568918.1
Px000085	XP_011568963.1
Px000086	XP_011568919.1
Px000087	XP_011568920.1
Px000088	XP_011568921.1
Px000089	XP_011568923.1
Px000090	XP_011568924.1
Px016655	XP_011566756.1
Px000674	XP_011567573.1
Px000675	XP_011567570.1
Px000676	XP_011561972.1
Px000677	XP_011567574.1
Px000678	XP_011567572.1
Px000679	XP_011567571.1
Px002297	XP_011564837.1
Px016985	XP_011567272.1
Px016987	XP_011556372.1
Px016988	XP_011566927.1
Px016990	XP_011566930.1
Px016991	XP_011566931.1
Px016994	XP_011567072.1
Px016995	XP_011566932.1
Px016997	XP_011566933.1
Px016998	XP_011566934.1
Px016999	XP_011566935.1
Px001918	XP_011567894.1
Px010463	XP_011557568.1
Px010466	XP_011562043.1
Px010467	XP_011562044.1
Px010468	XP_011562046.1
Px010469	XP_011562045.1
Px010470	XP_011562049.1
Px010471	XP_011562053.1
Px010472	XP_011553469.1
Px010473	XP_011562054.1
Px010474	XP_011562054.1
Px017639	XP_011567080.1
Px012003	XP_011564181.1
Px012004	XP_011551892.1
Px012005	XP_011559228.1
Px012008	XP_011568019.1
Px012009	XP_011564195.1
Px012010	XP_011564189.1
Px012011	XP_011564188.1
Px012012	XP_011550295.1
Px016976	XP_011566917.1
Px012361	XP_011564196.1
Px012362	XP_011564197.1
Px012363	XP_011564198.1
Px012364	XP_011564205.1
Px012365	XP_011564199.1
Px012366	XP_011564206.1
Px012367	XP_011564208.1
Px012368	XP_011564209.1
Px012369	XP_011564209.1
Px010834	XP_011550877.1
Px010835	XP_011550878.1
Px010836	XP_011550879.1
Px010837	XP_011550880.1
Px010839	XP_011550881.1
Px010840	XP_011550845.1
Px010841	XP_011550847.1
Px010842	XP_011550849.1
Px010843	XP_011560406.1
Px010844	XP_011563762.1
Px010845	XP_011554112.1
Px010848	XP_011550852.1
Px010849	XP_011550853.1
Px010850	XP_011550853.1
Px010851	XP_011550882.1
Px010852	XP_011550882.1
Px010853	XP_011550856.1
Px010854	XP_011550857.1
Px010855	XP_011550883.1
Px010856	XP_011550858.1
Px010857	XP_011550860.1
Px010859	XP_011550859.1
Px010861	XP_011550884.1
Px010862	XP_011550886.1
Px010863	XP_011550887.1
Px010864	XP_011550864.1
Px010865	XP_011550888.1
Px010866	XP_011550888.1
Px010867	XP_011550865.1
Px010868	XP_011550889.1
Px010869	XP_011550869.1
Px010870	XP_011550867.1
Px010871	XP_011550870.1
Px010872	XP_011550891.1
Px010873	XP_011550873.1
Px010874	XP_011550875.1
Px010875	XP_011550876.1
Px010876	XP_011550893.1
Px010877	XP_011550893.1
Px010878	XP_011550894.1
Px015146	XP_011566012.1
Px015147	XP_011566005.1
Px015148	XP_011563621.1
Px015149	XP_011566007.1
Px015150	XP_011566008.1
Px015151	XP_011566014.1
Px013365	XP_011562722.1
Px013366	XP_011562724.1
Px013367	XP_011562725.1
Px013368	XP_011562726.1
Px013369	XP_011555611.1
Px013370	XP_011556931.1
Px013371	XP_011557910.1
Px013372	XP_011562727.1
Px013373	XP_011562735.1
Px013374	XP_011548662.1
Px013375	XP_011568133.1
Px013376	XP_011563508.1
Px013377	XP_011562729.1
Px013378	XP_011553750.1
Px002228	XP_011567955.1
Px002229	XP_011567954.1
Px002231	XP_011567956.1
Px001219	XP_011567700.1
Px000680	XP_011554660.1
Px000681	XP_011554611.1
Px000682	XP_011554614.1
Px000683	XP_011554615.1
Px000684	XP_011554616.1
Px000685	XP_011554617.1
Px000686	XP_011554618.1
Px000687	XP_011554662.1
Px000688	XP_011554624.1
Px000689	XP_011554623.1
Px000690	XP_011554624.1
Px000691	XP_011554627.1
Px000692	XP_011554629.1
Px000693	XP_011554630.1
Px000694	XP_011554663.1
Px000695	XP_011554632.1
Px000696	XP_011554633.1
Px000697	XP_011554664.1
Px000698	XP_011554664.1
Px000699	XP_011554665.1
Px000700	XP_011554634.1
Px000701	XP_011554635.1
Px000702	XP_011554637.1
Px000703	XP_011554639.1
Px000704	XP_011554638.1
Px000705	XP_011554666.1
Px000706	XP_011554641.1
Px000707	XP_011554668.1
Px000708	XP_011554653.1
Px000709	XP_011554670.1
Px000710	XP_011554670.1
Px000711	XP_011554671.1
Px000712	XP_011554672.1
Px000714	XP_011554673.1
Px000716	XP_011555380.1
Px000718	XP_011552228.1
Px000720	XP_011554659.1
Px000721	XP_011554676.1
Px006677	XP_011559432.1
Px006678	XP_011560915.1
Px006679	XP_011559447.1
Px006680	XP_011559447.1
Px006681	XP_011559450.1
Px006683	XP_011549795.1
Px006685	XP_011563927.1
Px006686	XP_011559439.1
Px006688	XP_011567656.1
Px006689	XP_011559445.1
Px016622	XP_011566521.1
Px016623	XP_011566523.1
Px016862	XP_011566839.1
Px016863	XP_011566840.1
Px003534	XP_011567644.1
Px011340	XP_011550701.1
Px011341	XP_011550702.1
Px011342	XP_011550706.1
Px011344	XP_011550708.1
Px011345	XP_011550748.1
Px011346	XP_011567200.1
Px011347	XP_011550749.1
Px011348	XP_011550711.1
Px011349	XP_011550712.1
Px011350	XP_011559213.1
Px011351	XP_011550750.1
Px011352	XP_011559218.1
Px011353	XP_011550751.1
Px011357	XP_011550753.1
Px011358	XP_011550715.1
Px011359	XP_011550717.1
Px011360	XP_011550754.1
Px011361	XP_011550755.1
Px011364	XP_011550756.1
Px011367	XP_011550758.1
Px011368	XP_011550722.1
Px011369	XP_011550759.1
Px011370	XP_011550732.1
Px011371	XP_011550735.1
Px011372	XP_011550739.1
Px011373	XP_011550742.1
Px011374	XP_011550760.1
Px011375	XP_011550743.1
Px011377	XP_011550744.1
Px011378	XP_011550761.1
Px011379	XP_011553423.1
Px011380	XP_011550762.1
Px011381	XP_011550762.1
Px011382	XP_011555113.1
Px011383	XP_011550763.1
Px011384	XP_011557907.1
Px011385	XP_011550746.1
Px011387	XP_011550746.1
Px011389	XP_011550747.1
Px011391	XP_011550766.1
Px017908	XP_011550925.1
Px017909	XP_011558267.1
Px017910	XP_011550895.1
Px017911	XP_011550929.1
Px017913	XP_011550897.1
Px017914	XP_011550897.1
Px017915	XP_011553042.1
Px017916	XP_011550930.1
Px017917	XP_011550931.1
Px017918	XP_011550932.1
Px017919	XP_011550898.1
Px017920	XP_011550900.1
Px017922	XP_011550902.1
Px017924	XP_011550935.1
Px017925	XP_011550939.1
Px017926	XP_011550905.1
Px017927	XP_011550907.1
Px017928	XP_011550909.1
Px017929	XP_011550910.1
Px017931	XP_011550912.1
Px017932	XP_011550942.1
Px017933	XP_011550943.1
Px017934	XP_011550946.1
Px017935	XP_011550947.1
Px017936	XP_011550915.1
Px017937	XP_011550917.1
Px017938	XP_011550917.1
Px017939	XP_011552872.1
Px017940	XP_011550918.1
Px017941	XP_011550919.1
Px017942	XP_011550920.1
Px017943	XP_011550921.1
Px017944	XP_011550922.1
Px017945	XP_011550923.1
Px017946	XP_011550924.1
Px017947	XP_011554426.1
Px017972	XP_011567318.1
Px017973	XP_011567321.1
Px017974	XP_011567319.1
Px017975	XP_011567319.1
Px017976	XP_011567320.1
Px017978	XP_011567322.1
Px017979	XP_011567322.1
Px017980	XP_011567323.1
Px007566	XP_011548746.1
Px007567	XP_011548790.1
Px007568	XP_011548750.1
Px007570	XP_011548791.1
Px007571	XP_011548793.1
Px007572	XP_011548795.1
Px007573	XP_011548796.1
Px007574	XP_011548797.1
Px007575	XP_011548797.1
Px007576	XP_011548751.1
Px007577	XP_011548798.1
Px007579	XP_011548799.1
Px007580	XP_011551557.1
Px007581	XP_011548802.1
Px007582	XP_011548753.1
Px007583	XP_011548755.1
Px007584	XP_011557345.1
Px007585	XP_011548754.1
Px007586	XP_011548804.1
Px007587	XP_011548756.1
Px007590	XP_011555270.1
Px007592	XP_011548759.1
Px007595	XP_011548760.1
Px007597	XP_011548761.1
Px007598	XP_011548762.1
Px007599	XP_011548764.1
Px007600	XP_011548763.1
Px007601	XP_011548765.1
Px007602	XP_011548767.1
Px007603	XP_011548806.1
Px007604	XP_011548769.1
Px007605	XP_011548770.1
Px007606	XP_011548771.1
Px007607	XP_011548807.1
Px007608	XP_011548808.1
Px007609	XP_011548773.1
Px007610	XP_011548774.1
Px007611	XP_011548809.1
Px007612	XP_011548775.1
Px007613	XP_011548810.1
Px007614	XP_011567203.1
Px007615	XP_011558883.1
Px007616	XP_011548777.1
Px007617	XP_011548815.1
Px007618	XP_011548776.1
Px007619	XP_011548815.1
Px007620	XP_011548778.1
Px007621	XP_011548779.1
Px007622	XP_011548780.1
Px007623	XP_011548818.1
Px007625	XP_011548821.1
Px007626	XP_011548822.1
Px007627	XP_011559392.1
Px007628	XP_011548784.1
Px007629	XP_011548823.1
Px007630	XP_011559374.1
Px007631	XP_011548825.1
Px012939	XP_011564674.1
Px012940	XP_011564677.1
Px012941	XP_011564678.1
Px012942	XP_011564679.1
Px001807	XP_011567864.1
Px013089	XP_011564710.1
Px013090	XP_011564708.1
Px013091	XP_011560842.1
Px014403	XP_011565616.1
Px014405	XP_011565617.1
Px014406	XP_011565238.1
Px014407	XP_011565618.1
Px014408	XP_011565624.1
Px014409	XP_011565621.1
Px010134	XP_011562422.1
Px010135	XP_011562434.1
Px010138	XP_011557162.1
Px010140	XP_011562435.1
Px010141	XP_011562423.1
Px010142	XP_011562424.1
Px010143	XP_011562425.1
Px010144	XP_011562426.1
Px010145	XP_011562428.1
Px010146	XP_011562432.1
Px017396	XP_011567029.1
Px006603	XP_011553481.1
Px006604	XP_011553482.1
Px006605	XP_011553483.1
Px006606	XP_011553515.1
Px006607	XP_011553516.1
Px006608	XP_011553484.1
Px006609	XP_011553517.1
Px006610	XP_011553489.1
Px006611	XP_011553490.1
Px006612	XP_011560126.1
Px006613	XP_011553495.1
Px006614	XP_011553496.1
Px006615	XP_011553497.1
Px006616	XP_011553498.1
Px006617	XP_011553499.1
Px006618	XP_011553501.1
Px006619	XP_011553519.1
Px006620	XP_011553503.1
Px006621	XP_011553504.1
Px006622	XP_011553521.1
Px006623	XP_011553522.1
Px006624	XP_011553523.1
Px006625	XP_011553524.1
Px006626	XP_011553525.1
Px006627	XP_011553505.1
Px006629	XP_011560756.1
Px006633	XP_011553507.1
Px006634	XP_011553529.1
Px006635	XP_011553508.1
Px006636	XP_011553531.1
Px006637	XP_011553510.1
Px006638	XP_011553532.1
Px006639	XP_011553512.1
Px006640	XP_011553533.1
Px000743	XP_011552130.1
Px000744	XP_011552131.1
Px000745	XP_011552133.1
Px000746	XP_011552132.1
Px000747	XP_011552135.1
Px000748	XP_011552168.1
Px000749	XP_011552140.1
Px000750	XP_011559557.1
Px000751	XP_011552169.1
Px000752	XP_011552142.1
Px000753	XP_011559552.1
Px000754	XP_011552146.1
Px000755	XP_011552150.1
Px000756	XP_011552174.1
Px000757	XP_011552151.1
Px000758	XP_011552152.1
Px000759	XP_011552153.1
Px000760	XP_011552154.1
Px000761	XP_011552155.1
Px000762	XP_011552177.1
Px000763	XP_011552177.1
Px000764	XP_011552177.1
Px000765	XP_011552178.1
Px000766	XP_011552183.1
Px000768	XP_011552183.1
Px000769	XP_011552162.1
Px000770	XP_011552184.1
Px000771	XP_011552165.1
Px000772	XP_011552184.1
Px000091	XP_011560396.1
Px000093	XP_011559441.1
Px000094	XP_011559458.1
Px000095	XP_011559469.1
Px000096	XP_011559488.1
Px000097	XP_011560417.1
Px000100	XP_011559498.1
Px000101	XP_011559498.1
Px000102	XP_011559508.1
Px000103	XP_011559518.1
Px000104	XP_011559543.1
Px000105	XP_011560425.1
Px000106	XP_011560434.1
Px000107	XP_011559553.1
Px000108	XP_011559565.1
Px000109	XP_011559583.1
Px000110	XP_011559576.1
Px000111	XP_011560448.1
Px000112	XP_011559617.1
Px000113	XP_011559630.1
Px000114	XP_011559641.1
Px000115	XP_011560459.1
Px000116	XP_011560459.1
Px000117	XP_011554356.1
Px000118	XP_011559664.1
Px000119	XP_011559773.1
Px000120	XP_011559686.1
Px000121	XP_011559675.1
Px000122	XP_011559822.1
Px000123	XP_011559831.1
Px000124	XP_011559841.1
Px000126	XP_011560470.1
Px000127	XP_011560470.1
Px000128	XP_011566424.1
Px000130	XP_011559868.1
Px000131	XP_011559868.1
Px000132	XP_011559892.1
Px000133	XP_011559931.1
Px000136	XP_011559954.1
Px000137	XP_011559965.1
Px000138	XP_011560479.1
Px000140	XP_011559991.1
Px000141	XP_011560002.1
Px000142	XP_011566423.1
Px000144	XP_011560512.1
Px000145	XP_011560521.1
Px000146	XP_011560533.1
Px000147	XP_011560217.1
Px000148	XP_011560543.1
Px000149	XP_011560028.1
Px000150	XP_011560038.1
Px000152	XP_011560050.1
Px000153	XP_011560060.1
Px000154	XP_011560069.1
Px000155	XP_011560081.1
Px000156	XP_011560093.1
Px000157	XP_011560553.1
Px000158	XP_011560112.1
Px000160	XP_011560137.1
Px000161	XP_011560169.1
Px000162	XP_011551628.1
Px000163	XP_011560211.1
Px000165	XP_011560566.1
Px000167	XP_011560576.1
Px000168	XP_011560576.1
Px000169	XP_011560218.1
Px000170	XP_011557795.1
Px000171	XP_011560240.1
Px000172	XP_011560249.1
Px000173	XP_011560258.1
Px000174	XP_011560269.1
Px000175	XP_011560280.1
Px000176	XP_011560280.1
